participant_id,filename,image_datetime,date,foods_detected,estimated_portions,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_calories_kcal,confidence,uncertainty_notes,provider,model,status,error_message,validation_flags,cache_hit
p05,IMG_2417.jpg,2020-02-14 18:16:29,2020-02-14,"[""Novelty shaped baked snack or cookie""]","[{""name"": ""Novelty shaped baked snack or cookie"", ""estimated_portion_g"": 25.0}]",1.5,17.0,2.5,96.5,medium,plate scale unavailable | Single snack item on a child's plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2418.jpg,2020-02-14 18:16:30,2020-02-14,"[""Kinder Happy Hippo biscuit""]","[{""name"": ""Kinder Happy Hippo biscuit"", ""estimated_portion_g"": 20.7}]",1.7,11.0,7.5,118.3,high,plate scale unavailable | One single packaged wafer biscuit shaped like a hippo.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2419.jpg,2020-02-14 18:31:50,2020-02-14,"[""chocolate-covered marshmallow snack""]","[{""name"": ""chocolate-covered marshmallow snack"", ""estimated_portion_g"": 35.0}]",1.0,24.0,8.0,172.0,medium,"estimated based on typical dimensions of a single chocolate-covered marshmallow treat | A chocolate-coated treat, possibly a marshmallow bar, broken into pieces.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2421.jpg,2020-02-15 08:22:50,2020-02-15,"[""multigrain bread""]","[{""name"": ""multigrain bread"", ""estimated_portion_g"": 30.0}]",3.5,14.0,1.5,83.5,high,partial slice of multigrain bread | A single piece of partially eaten multigrain bread on a wooden surface.,google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2422.jpg,2020-02-15 08:22:52,2020-02-15,"[""multi-grain bread sandwich with cheese""]","[{""name"": ""multi-grain bread sandwich with cheese"", ""estimated_portion_g"": 85.0}]",9.0,32.0,10.0,254.0,medium,"estimated based on two slices of seeded bread and a slice of creamy cheese, filling partly hidden | A simple sandwich made with multi-grain/seeded bread and a light-colored cheese, likely brie or similar.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2428.jpg,2020-02-15 09:11:10,2020-02-15,"[""Pita bread""]","[{""name"": ""Pita bread"", ""estimated_portion_g"": 35.0}]",3.0,19.0,0.5,92.5,high,"partly eaten, plate scale used for size estimation | A partial piece of pita bread on a plate.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2429.jpg,2020-02-15 09:11:38,2020-02-15,"[""Swiss cheese slices"", ""Flatbread or pita bread""]","[{""name"": ""Swiss cheese slices"", ""estimated_portion_g"": 40.0}, {""name"": ""Flatbread or pita bread"", ""estimated_portion_g"": 45.0}]",15.0,22.5,12.0,258.0,high,"two slices, thickness and variety typical for Swiss cheese | visible thickness and texture suggest thin flatbread or part of a pita, plate scale unavailable | A simple meal consisting of a flatbread base with two slices of Swiss-style cheese.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2430.jpg,2020-02-15 09:16:46,2020-02-15,"[""Whole grain bread slice"", ""Swiss cheese slices"", ""Fruit jam/preserve""]","[{""name"": ""Whole grain bread slice"", ""estimated_portion_g"": 35.0}, {""name"": ""Swiss cheese slices"", ""estimated_portion_g"": 20.0}, {""name"": ""Fruit jam/preserve"", ""estimated_portion_g"": 15.0}]",8.5,26.5,7.0,203.0,high,"Single slice, size estimated | Two thin overlapping slices | Layer of spread under cheese | A slice of toasted whole grain bread topped with red fruit jam and two slices of Swiss cheese.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2448.jpg,2020-02-15 17:44:51,2020-02-15,"[""Tortilla wrap with hot dog"", ""Mixed side salad"", ""Coleslaw in container""]","[{""name"": ""Tortilla wrap with hot dog"", ""estimated_portion_g"": 120.0}, {""name"": ""Mixed side salad"", ""estimated_portion_g"": 80.0}, {""name"": ""Coleslaw in container"", ""estimated_portion_g"": 60.0}]",14.0,34.0,26.0,426.0,medium,"Single flour tortilla with what appears to be a sausage or hot dog inside; portion estimation based on typical commercial sizes. | Includes lettuce, black olives, shredded carrots, and dressing; portion is estimated visually based on standard side salad servings. | Visible in the plastic container, estimation assumes a standard serving size for a side portion. | The meal consists of a tortilla wrap containing a meat sausage or hot dog, a side of mixed salad with olives, and a small container of coleslaw.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2449.jpg,2020-02-15 17:44:53,2020-02-15,"[""Shrimp salad""]","[{""name"": ""Shrimp salad"", ""estimated_portion_g"": 150.0}]",12.0,3.0,35.0,375.0,medium,"mixed dish, container scale roughly estimated | A container of shrimp salad.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2450.jpg,2020-02-15 17:44:54,2020-02-15,"[""garden salad with black olives""]","[{""name"": ""garden salad with black olives"", ""estimated_portion_g"": 150.0}]",2.5,8.0,6.0,96.0,medium,"mixed salad including lettuce, shredded carrots, and black olives; portion size estimate is approximate due to large bowl perspective. | The image shows a large bowl containing a mixed green salad with shredded carrots and black olives. A blue serving utensil is inside the bowl.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2451.jpg,2020-02-15 21:54:05,2020-02-15,"[""Pringles Original potato crisps""]","[{""name"": ""Pringles Original potato crisps"", ""estimated_portion_g"": null}]",0.0,0.0,0.0,0.0,high,"Package is unopened; actual amount of crisps inside is unknown | The image shows a full, unopened canister of Pringles. The contents are not visible for portion estimation.",google_gemini,gemini-3.1-flash-lite,flagged,,zero_calories_with_detected_foods,True
p05,IMG_2460.jpg,2020-02-16 10:09:27,2020-02-16,"[""Salami"", ""Cheese"", ""Pancake or flatbread""]","[{""name"": ""Salami"", ""estimated_portion_g"": 25.0}, {""name"": ""Cheese"", ""estimated_portion_g"": 15.0}, {""name"": ""Pancake or flatbread"", ""estimated_portion_g"": 40.0}]",9.5,15.7,14.0,226.8,medium,"single slice of cured meat | partly hidden under salami | plate scale unavailable | An open sandwich or snack consisting of a flat base, cheese, and a slice of salami on a plate.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2461.jpg,2020-02-16 10:23:26,2020-02-16,"[""sliced swiss or havarti cheese"", ""spreadable meat product (likely pate or spread)""]","[{""name"": ""sliced swiss or havarti cheese"", ""estimated_portion_g"": 40.0}, {""name"": ""spreadable meat product (likely pate or spread)"", ""estimated_portion_g"": 80.0}]",22.0,2.5,27.0,341.0,medium,"two slices estimated at 20g each based on visual size | approximate portion size of a spreadable meat base, specific composition unknown | The meal consists of two slices of light-colored cheese layered over a reddish, dense, spreadable meat product, possibly a pate or finely ground meat spread.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2464.jpg,2020-02-16 16:41:44,2020-02-16,"[""Square slice of pizza""]","[{""name"": ""Square slice of pizza"", ""estimated_portion_g"": 120.0}]",12.0,35.0,10.0,278.0,medium,plate scale unavailable | A single square slice of cheese pizza on parchment paper.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2465.jpg,2020-02-16 16:41:46,2020-02-16,"[""rectangular flatbread pizza with tomatoes and cheese""]","[{""name"": ""rectangular flatbread pizza with tomatoes and cheese"", ""estimated_portion_g"": 250.0}]",22.0,48.0,18.0,442.0,medium,"mixed dish, estimate based on visual surface area and thickness | Two rectangular slices of pizza on parchment paper, appears to be a thin-crust style with cherry tomatoes and melted cheese.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2466.jpg,2020-02-16 16:41:57,2020-02-16,"[""Pizza slice with ketchup""]","[{""name"": ""Pizza slice with ketchup"", ""estimated_portion_g"": 130.0}]",12.0,35.0,10.0,278.0,medium,plate scale unavailable | One rectangular slice of pizza topped with ketchup on a plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2475.jpg,2020-02-17 07:04:43,2020-02-17,"[""Cinnamon roll""]","[{""name"": ""Cinnamon roll"", ""estimated_portion_g"": 50.0}]",3.0,28.0,8.0,196.0,medium,"A small portion of a pastry, likely a cinnamon roll; plate scale unavailable. | A small, baked pastry item, appearing to be a cinnamon-style roll.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2476.jpg,2020-02-17 07:04:47,2020-02-17,"[""salami slice""]","[{""name"": ""salami slice"", ""estimated_portion_g"": 50.0}]",6.5,0.5,15.0,163.0,high,container scale approximate | A single thick slice of cured salami in a plastic container.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2477.jpg,2020-02-17 07:47:24,2020-02-17,"[""Pancake or Crepe Roll with Jam""]","[{""name"": ""Pancake or Crepe Roll with Jam"", ""estimated_portion_g"": 120.0}]",6.0,30.0,3.0,171.0,low,plate scale unavailable | Sliced pinkish rolled pancakes or crepes on a green and white plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2478.jpg,2020-02-17 09:35:11,2020-02-17,"[""Apple""]","[{""name"": ""Apple"", ""estimated_portion_g"": 180.0}]",0.5,25.0,0.3,104.7,high,scale unavailable | One single whole apple on a wooden surface.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2479.jpg,2020-02-17 12:18:33,2020-02-17,"[""poppy seed baguette sandwich with ham, cheese, and vegetables""]","[{""name"": ""poppy seed baguette sandwich with ham, cheese, and vegetables"", ""estimated_portion_g"": 200.0}]",18.0,45.0,12.0,360.0,high,"mixed dish, includes bread, ham, cheese, cucumber, and bell pepper | The sandwich appears to be a typical lunch portion on a poppy seed roll, containing ham, cheese, red bell pepper, cucumber, and a bit of lettuce.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2487.jpg,2020-02-17 15:54:44,2020-02-17,"[""banana""]","[{""name"": ""banana"", ""estimated_portion_g"": 118.0}]",1.3,27.0,0.4,116.8,high,scale unavailable | A single medium-sized banana on a wooden surface.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2488.jpg,2020-02-17 15:56:00,2020-02-17,"[""Apple""]","[{""name"": ""Apple"", ""estimated_portion_g"": 180.0}]",0.5,25.0,0.3,104.7,high,scale unavailable | One whole red apple on a wooden table.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2489.jpg,2020-02-17 17:18:36,2020-02-17,"[""Pizza slice with hot sauce""]","[{""name"": ""Pizza slice with hot sauce"", ""estimated_portion_g"": 120.0}]",12.0,35.0,9.0,269.0,medium,plate scale unavailable | A single rectangular slice of pizza topped with melted cheese and hot sauce.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2490.jpg,2020-02-17 17:40:32,2020-02-17,"[""folded tortilla with filling""]","[{""name"": ""folded tortilla with filling"", ""estimated_portion_g"": 85.0}]",6.5,24.0,4.5,162.5,medium,"mixed dish, internal filling partially hidden | A single partially eaten folded wrap or quesadilla, fillings like cheese and tomato sauce appear to be present.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2491.jpg,2020-02-17 18:08:38,2020-02-17,"[""breaded potato croquettes"", ""mashed peas"", ""cauliflower cheese bake with breadcrumb topping"", ""mustard""]","[{""name"": ""breaded potato croquettes"", ""estimated_portion_g"": 120.0}, {""name"": ""mashed peas"", ""estimated_portion_g"": 100.0}, {""name"": ""cauliflower cheese bake with breadcrumb topping"", ""estimated_portion_g"": 150.0}, {""name"": ""mustard"", ""estimated_portion_g"": 15.0}]",15.5,55.0,18.0,444.0,medium,"cooking oil unknown | plate scale unavailable | mixed dish | partly hidden | Plate containing potato croquettes, mushy peas, cauliflower bake, and a small amount of mustard.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2492.jpg,2020-02-18 10:22:05,2020-02-18,"[""Rye crispbread"", ""Swiss cheese"", ""Deli turkey breast""]","[{""name"": ""Rye crispbread"", ""estimated_portion_g"": 30.0}, {""name"": ""Swiss cheese"", ""estimated_portion_g"": 40.0}, {""name"": ""Deli turkey breast"", ""estimated_portion_g"": 40.0}]",20.0,21.0,12.5,276.5,high,plate scale unavailable | partly hidden | plate scale unavailable | Two open-faced sandwiches on crispbread with cheese and turkey.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2493.jpg,2020-02-18 10:26:53,2020-02-18,"[""Swiss cheese slice"", ""Crispbread cracker""]","[{""name"": ""Swiss cheese slice"", ""estimated_portion_g"": 21.0}, {""name"": ""Crispbread cracker"", ""estimated_portion_g"": 12.0}]",7.2,8.3,7.7,131.3,high,standard single slice weight estimate | estimated typical rye-style crispbread weight | A slice of Swiss cheese on a grainy crispbread cracker.,google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2494.jpg,2020-02-18 16:05:46,2020-02-18,"[""boiled baby potatoes"", ""pan-seared white fish fillet"", ""breaded fried fish""]","[{""name"": ""boiled baby potatoes"", ""estimated_portion_g"": 150.0}, {""name"": ""pan-seared white fish fillet"", ""estimated_portion_g"": 100.0}, {""name"": ""breaded fried fish"", ""estimated_portion_g"": 120.0}]",41.0,41.0,17.3,483.7,medium,"two medium baby potatoes | portion estimate based on standard fillet size | breading and frying oil content is estimated | A plate containing two boiled baby potatoes, a piece of pan-seared fish, and two breaded fried fish portions.",google_gemini,gemini-3.1-flash-lite,success,,,True
p05,IMG_2495.jpg,2020-02-18 20:42:51,2020-02-18,"[""Pizza slice with hot sauce""]","[{""name"": ""Pizza slice with hot sauce"", ""estimated_portion_g"": 120.0}]",12.0,35.0,10.0,278.0,medium,plate scale unavailable | A single slice of pizza topped with hot sauce.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2496.jpg,2020-02-18 20:47:04,2020-02-18,"[""Tortilla"", ""Cheese with salt""]","[{""name"": ""Tortilla"", ""estimated_portion_g"": 30.0}, {""name"": ""Cheese with salt"", ""estimated_portion_g"": 60.0}]",17.5,15.5,21.0,321.0,medium,plate scale unavailable | plate scale unavailable | Tortilla with a wedge of cheese topped with salt.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2497.jpg,2020-02-18 20:47:07,2020-02-18,"[""Kinder Happy Hippo Biscuit""]","[{""name"": ""Kinder Happy Hippo Biscuit"", ""estimated_portion_g"": 20.7}]",1.7,11.2,7.6,120.0,high,packaged commercial snack with standard serving size | One packaged Kinder Happy Hippo biscuit resting on a wooden surface.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2499.jpg,2020-02-19 11:06:19,2020-02-19,"[""Banana""]","[{""name"": ""Banana"", ""estimated_portion_g"": 118.0}]",1.3,27.0,0.4,116.8,high,scale unavailable | Single medium banana on a wooden table next to a paper document.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2500.jpg,2020-02-19 11:07:13,2020-02-19,"[""Apple""]","[{""name"": ""Apple"", ""estimated_portion_g"": 180.0}]",0.5,25.0,0.3,104.7,high,scale unavailable | One whole fresh apple on a wooden table.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2501.jpg,2020-02-19 15:38:27,2020-02-19,"[""Punch roll pastry""]","[{""name"": ""Punch roll pastry"", ""estimated_portion_g"": 20.0}]",0.8,11.4,4.6,90.2,medium,"partly eaten pastry, estimated remaining portion | A partially eaten Swedish punch roll (punssirulla) sitting on its wrapper.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2502.jpg,2020-02-19 15:38:46,2020-02-19,"[""Gingerbread cookie""]","[{""name"": ""Gingerbread cookie"", ""estimated_portion_g"": 20.0}]",1.0,14.0,3.5,91.5,high,plate scale unavailable | Single stamped gingerbread cookie on a white surface.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2504.jpg,2020-02-19 17:36:12,2020-02-19,"[""Pasta with tomato sauce, greens, and cheese""]","[{""name"": ""Pasta with tomato sauce, greens, and cheese"", ""estimated_portion_g"": 320.0}]",13.0,65.0,8.0,384.0,medium,"mixed dish, plate scale unavailable | A plate of mixed pasta with tomato sauce, leafy greens, and shredded cheese.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2508.jpg,2020-02-20 07:04:06,2020-02-20,"[""Apple""]","[{""name"": ""Apple"", ""estimated_portion_g"": 150.0}]",0.4,21.0,0.3,88.3,high,scale unavailable | One whole red apple held in hand.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2509.jpg,2020-02-20 10:15:26,2020-02-20,"[""Banana""]","[{""name"": ""Banana"", ""estimated_portion_g"": 118.0}]",1.3,27.0,0.4,116.8,high,plate scale unavailable | One medium unpeeled banana on a wooden table.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2510.jpg,2020-02-20 12:49:22,2020-02-20,"[""Falafel"", ""Hard-boiled eggs"", ""Tzatziki sauce"", ""Rice noodles and mixed vegetables""]","[{""name"": ""Falafel"", ""estimated_portion_g"": 90.0}, {""name"": ""Hard-boiled eggs"", ""estimated_portion_g"": 100.0}, {""name"": ""Tzatziki sauce"", ""estimated_portion_g"": 80.0}, {""name"": ""Rice noodles and mixed vegetables"", ""estimated_portion_g"": 120.0}]",32.0,53.0,26.0,574.0,medium,"plate scale unavailable | two whole eggs visible | partly hidden | mixed dish | A bowl containing falafel, hard-boiled eggs, tzatziki sauce, and rice noodles with vegetables.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2584.jpg,2020-02-26 06:54:04,2020-02-26,"[""Banana""]","[{""name"": ""Banana"", ""estimated_portion_g"": 118.0}]",1.3,27.0,0.4,116.8,high,scale unavailable | A single medium-sized banana on a wooden surface.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2585.jpg,2020-02-26 06:54:10,2020-02-26,"[""Green apple""]","[{""name"": ""Green apple"", ""estimated_portion_g"": 180.0}]",0.5,25.0,0.3,104.7,high,"held in hand, size reference available | A single whole green apple held in hand.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2586.jpg,2020-02-26 08:17:14,2020-02-26,"[""Cappuccino or latte""]","[{""name"": ""Cappuccino or latte"", ""estimated_portion_g"": 240.0}]",8.0,12.0,6.0,134.0,medium,cup scale unavailable | A cup of coffee with milk foam inside a coffee machine.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2587.jpg,2020-02-26 09:14:54,2020-02-26,"[""Cappuccino with milk""]","[{""name"": ""Cappuccino with milk"", ""estimated_portion_g"": 240.0}]",8.0,12.0,7.0,143.0,medium,cup scale unavailable | A cup of coffee with steamed milk or cappuccino.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2588.jpg,2020-02-26 11:44:21,2020-02-26,"[""Feta cheese"", ""Meat stew or curry with sauce"", ""Boiled egg"", ""Corn kernels"", ""Cucumber salad"", ""Creamy mustard dressing""]","[{""name"": ""Feta cheese"", ""estimated_portion_g"": 40.0}, {""name"": ""Meat stew or curry with sauce"", ""estimated_portion_g"": 180.0}, {""name"": ""Boiled egg"", ""estimated_portion_g"": 50.0}, {""name"": ""Corn kernels"", ""estimated_portion_g"": 40.0}, {""name"": ""Cucumber salad"", ""estimated_portion_g"": 50.0}, {""name"": ""Creamy mustard dressing"", ""estimated_portion_g"": 30.0}]",44.0,23.7,34.3,579.5,medium,"plate scale unavailable | mixed dish | partly hidden | plate scale unavailable | plate scale unavailable | cooking oil unknown | Bowl containing meat stew, feta cheese, boiled egg, corn, cucumber, and creamy dressing.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2589.jpg,2020-02-26 13:08:03,2020-02-26,"[""Berry mousse cake"", ""Chocolate coated cake slice""]","[{""name"": ""Berry mousse cake"", ""estimated_portion_g"": 120.0}, {""name"": ""Chocolate coated cake slice"", ""estimated_portion_g"": 80.0}]",7.0,70.0,30.0,578.0,medium,plate scale unavailable | plate scale unavailable | Two slices of different cakes on a white paper plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2597.jpg,2020-02-27 07:23:00,2020-02-27,"[""Whole wheat fusilli pasta with creamy salmon and dill sauce""]","[{""name"": ""Whole wheat fusilli pasta with creamy salmon and dill sauce"", ""estimated_portion_g"": 250.0}]",22.0,48.0,10.0,370.0,medium,mixed dish in plastic container | A container of cooked whole wheat spiral pasta topped with a creamy salmon dill mixture.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2598.jpg,2020-02-27 07:27:11,2020-02-27,"[""Burrito""]","[{""name"": ""Burrito"", ""estimated_portion_g"": 180.0}]",15.0,35.0,10.0,290.0,low,"mixed dish, interior filling unknown | A wrapped burrito held in hand.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2599.jpg,2020-02-27 07:27:13,2020-02-27,"[""Tortilla wrap with spread and filling""]","[{""name"": ""Tortilla wrap with spread and filling"", ""estimated_portion_g"": 90.0}]",6.0,30.0,5.0,189.0,medium,mixed dish | A rolled flatbread wrap held in hand showing layers of tortilla and filling.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2600.jpg,2020-02-27 13:37:25,2020-02-27,"[""Seed-crusted bread roll with cheese, tomato, and lettuce""]","[{""name"": ""Seed-crusted bread roll with cheese, tomato, and lettuce"", ""estimated_portion_g"": 180.0}]",14.0,35.0,12.0,304.0,medium,"mixed dish | A seed-topped sandwich containing cheese, tomato, and fresh leafy greens served on a white plate.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2601.jpg,2020-02-27 13:37:27,2020-02-27,"[""Cappuccino""]","[{""name"": ""Cappuccino"", ""estimated_portion_g"": 240.0}]",8.0,10.0,7.0,135.0,medium,"cup scale estimated, milk fat content unknown | A cup of cappuccino with milk foam visible.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2603.jpg,2020-02-27 17:36:45,2020-02-27,"[""Mashed potatoes"", ""Macaroni and cheese with breadcrumb topping""]","[{""name"": ""Mashed potatoes"", ""estimated_portion_g"": 120.0}, {""name"": ""Macaroni and cheese with breadcrumb topping"", ""estimated_portion_g"": 100.0}]",10.5,45.0,13.0,339.0,medium,plate scale unavailable | mixed dish | A child's divided plate containing mashed potatoes in one section and baked pasta with a cheesy breadcrumb topping in another.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2604.jpg,2020-02-27 18:09:45,2020-02-27,"[""Milk chocolate figures""]","[{""name"": ""Milk chocolate figures"", ""estimated_portion_g"": 30.0}]",2.0,17.0,10.0,166.0,high,scale unavailable | Two small molded milk chocolate candies on a wooden table.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2613.jpg,2020-02-28 08:06:05,2020-02-28,"[""Flatbread or English muffin rounds"", ""Processed cheese spread or aerosol cheese""]","[{""name"": ""Flatbread or English muffin rounds"", ""estimated_portion_g"": 80.0}, {""name"": ""Processed cheese spread or aerosol cheese"", ""estimated_portion_g"": 20.0}]",9.0,31.0,5.0,205.0,medium,"plate scale unavailable | partly hidden | Two rounds of flatbread, one with a spiral squeeze of orange spreadable cheese.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2615.jpg,2020-02-28 14:13:10,2020-02-28,"[""Flatbread or cracker""]","[{""name"": ""Flatbread or cracker"", ""estimated_portion_g"": 60.0}]",5.0,38.0,3.0,199.0,medium,handheld scale reference | A person is holding a piece of flatbread or cracker with indentations.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2616.jpg,2020-02-28 17:22:34,2020-02-28,"[""orange juice""]","[{""name"": ""orange juice"", ""estimated_portion_g"": 240.0}]",1.7,26.0,0.5,115.3,medium,glass scale approximate | a glass of orange juice,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2617.jpg,2020-02-28 17:27:03,2020-02-28,"[""Folded tortilla wrap with filling""]","[{""name"": ""Folded tortilla wrap with filling"", ""estimated_portion_g"": 220.0}]",18.0,35.0,12.0,320.0,medium,mixed dish | One folded wrap containing filling visible on a plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2618.jpg,2020-02-28 17:27:05,2020-02-28,"[""Tortilla folded with filling, cheese, sour cream, and salsa""]","[{""name"": ""Tortilla folded with filling, cheese, sour cream, and salsa"", ""estimated_portion_g"": 350.0}]",18.0,45.0,20.0,432.0,medium,"mixed dish, plate scale unavailable | A folded tortilla meal containing cheese, sour cream, and sauce on a plate.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,752bda71-b461-424e-a95b-17b9ed9da468.jpg,2020-03-01 11:21:45,2020-03-01,"[""Mille-feuille / Napoleon pastry"", ""Mixed berries and dessert sauce""]","[{""name"": ""Mille-feuille / Napoleon pastry"", ""estimated_portion_g"": 120.0}, {""name"": ""Mixed berries and dessert sauce"", ""estimated_portion_g"": 20.0}]",5.5,50.0,20.0,402.0,medium,"plate scale unavailable | plate scale unavailable | A slice of layered puff pastry with cream and icing, served with berries and sauce.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2653.jpg,2020-03-03 10:02:48,2020-03-03,"[""cappuccino""]","[{""name"": ""cappuccino"", ""estimated_portion_g"": 240.0}]",8.0,10.0,5.0,117.0,high,cup scale unavailable | A cup of cappuccino with milk foam on top.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2654.jpg,2020-03-03 10:22:47,2020-03-03,"[""Coca-Cola Original""]","[{""name"": ""Coca-Cola Original"", ""estimated_portion_g"": 330.0}]",0.0,35.0,0.0,140.0,high,standard can size | One can of Coca-Cola Original.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2656.jpg,2020-03-03 13:49:40,2020-03-03,"[""Black Coffee""]","[{""name"": ""Black Coffee"", ""estimated_portion_g"": 240.0}]",0.3,0.0,0.1,2.1,high,cup scale estimated | A cup of black coffee.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2659.jpg,2020-03-03 17:12:41,2020-03-03,"[""Bread with butter""]","[{""name"": ""Bread with butter"", ""estimated_portion_g"": 60.0}]",4.5,30.0,8.0,210.0,high,plate scale unavailable | A slice of rustic bread spread with butter on a small plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2660.jpg,2020-03-03 17:15:04,2020-03-03,"[""Sourdough Bread with Butter""]","[{""name"": ""Sourdough Bread with Butter"", ""estimated_portion_g"": 70.0}]",5.0,32.0,8.0,220.0,high,plate scale unavailable | A slice of artisan sourdough bread topped with butter on a small plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2661.jpg,2020-03-03 17:17:51,2020-03-03,"[""Cabbage salad with fish and microgreens""]","[{""name"": ""Cabbage salad with fish and microgreens"", ""estimated_portion_g"": 150.0}]",15.0,8.0,10.0,182.0,low,"mixed dish | A small appetizer plate featuring cabbage, sliced white fish or seafood, garnished with microgreens and edible leaves.",google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2662.jpg,2020-03-03 17:21:39,2020-03-03,"[""Sourdough bread"", ""Butter""]","[{""name"": ""Sourdough bread"", ""estimated_portion_g"": 60.0}, {""name"": ""Butter"", ""estimated_portion_g"": 15.0}]",5.1,30.1,13.0,257.8,medium,plate scale unavailable | spread thickness estimated | A slice of sourdough bread spread with butter on a small plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
p05,IMG_2663.jpg,2020-03-03 17:39:36,2020-03-03,"[""Sourdough Bread"", ""Butter""]","[{""name"": ""Sourdough Bread"", ""estimated_portion_g"": 60.0}, {""name"": ""Butter"", ""estimated_portion_g"": 15.0}]",5.1,30.1,13.0,257.8,high,plate scale unavailable | spread thickness estimated | A slice of sourdough bread with butter on a small plate.,google_gemini,gemini-3.5-flash-lite,success,,,False
